name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,genre
Skinny Loser,Skinny Loser,Sub Urban,9/20/2024,208658,55,0.301,0.603,0.881,0.000191,0.386,-7.987,0.0538,93.012,0.4,4,11,1,spotify:track:25f23uoQ4S8VCQR4KQvvOh,2024,pop
Do It Like That,The Name Chapter: FREEFALL,TOMORROW X TOGETHER,10/13/2023,145065,63,0.0103,0.776,0.92,0,0.325,-3.246,0.0548,119.989,0.842,4,5,0,spotify:track:0XM1XnOYv8BkFPFVCU8ZjX,2023,pop
LOOK SO PRETTY,LOOK SO PRETTY,Gun Boi Kaz,9/27/2024,153600,37,0.232,0.724,0.501,0,0.0899,-12.024,0.0653,125.04,0.542,4,0,1,spotify:track:2DhwBiwPbQXoFIjNzeDNXg,2024,pop
glhf<3,glhf<3,MICO,7/19/2024,176326,51,0.0169,0.722,0.813,0,0.0992,-6.906,0.0609,147.009,0.674,4,0,1,spotify:track:55SQgo2TTd0cjiWGzY2Q9A,2024,pop
MADE UP YOUR MIND,MADE UP YOUR MIND,Gun Boi Kaz,8/23/2024,164307,42,0.125,0.812,0.353,0.000139,0.106,-12.023,0.0775,129.956,0.953,4,9,1,spotify:track:2kTQ8rRufN5BjtfVh2O7VU,2024,pop
Tripping Over Air,Tripping Over Air,Aidan Bissett,9/9/2022,182382,61,0.00182,0.627,0.791,0,0.3,-4.912,0.0346,116.994,0.523,4,11,1,spotify:track:7mzPAftljnsFmU6131Pqcd,2022,pop
do u really?,to love in the 21st century,Lyn Lapid,6/23/2023,161120,52,0.261,0.615,0.569,0.000124,0.112,-6.725,0.0614,87.027,0.587,4,10,1,spotify:track:2vjX1VkntJPIQkqwbJQvoa,2023,pop
What's The Time Where You Are?,Something To Give Each Other,Troye Sivan,10/13/2023,203669,62,0.0265,0.722,0.815,2.71E-06,0.167,-6.677,0.0655,111.93,0.341,4,7,1,spotify:track:0sYM4OmgrRYaHq6DV7obq1,2023,pop
Boyfriend,Boyfriend,Dove Cameron,2/11/2022,153000,72,0.232,0.345,0.612,0,0.194,-6.543,0.0608,179.773,0.232,3,7,0,spotify:track:59CfNbkERJ3NoTXDvoURjj,2022,pop
Ghost Town,Ghost Town,New Rules,10/12/2023,148000,29,0.192,0.661,0.8,0,0.207,-3.82,0.0537,134.984,0.627,4,1,0,spotify:track:1N9Ovp3h6SYLvNbDHKcSDH,2023,pop
Idontwannaknowyou!,Idontwannaknowyou!,MICO,8/23/2024,160879,50,0.0938,0.573,0.684,0,0.109,-6.717,0.0349,91.111,0.517,4,11,1,spotify:track:2S3EZpZPm41tA1qKh9HL7v,2024,pop
HEAD OVER HEELS,HEAD OVER HEELS,Gun Boi Kaz,5/24/2024,189352,52,0.493,0.526,0.505,0,0.446,-12.479,0.0517,169.932,0.608,4,10,0,spotify:track:1ap5NcWZLaRjlCZcuxo9jA,2024,pop
1-800-hot-n-fun,CRAZY,LE SSERAFIM,8/30/2024,173431,77,0.0786,0.752,0.892,0,0.158,-3.1,0.108,135.953,0.88,4,2,1,spotify:track:7vjfnsnDXZGK4PSq54ISjc,2024,pop
It's Alright,SAD SONG,P1Harmony,9/20/2024,198453,60,0.0702,0.594,0.876,0,0.27,-2.613,0.106,180.047,0.79,4,11,0,spotify:track:7f3hLudPCsBzq3FiMx1Kui,2024,pop
Quarter Life,minisode 3: TOMORROW,TOMORROW X TOGETHER,4/1/2024,149346,62,0.0494,0.375,0.786,0,0.0836,-5.076,0.0635,89.341,0.537,4,5,0,spotify:track:0Dv0R4tfRj5jy8e8CF3JB9,2024,pop
Spell,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,197613,67,0.663,0.828,0.62,0.000278,0.0989,-5.259,0.0497,107.974,0.514,4,9,0,spotify:track:2L6QRccSHAsdZDc9gz6Bfi,2024,pop
T4ke,Cabin Fever,PURPLE KISS,2/15/2023,171373,37,0.231,0.591,0.636,0,0.0957,-3.39,0.0481,179.953,0.226,3,4,0,spotify:track:3hDB8HsTgd3TePDsEulE97,2023,pop
Crush,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,10/22/2021,169560,57,0.13,0.847,0.791,0,0.205,-4.258,0.039,109.968,0.879,4,0,1,spotify:track:68kHuoBxtNcWZWxBu1V007,2021,pop
Feelin' Like,IN:VITE U,PENTAGON,1/24/2022,167213,45,0.0504,0.868,0.682,0,0.0665,-4.887,0.353,111.973,0.861,4,11,0,spotify:track:5Wll1i0Y8GGjyePcP83L3x,2022,pop
Allergy,I feel,(G)I-DLE,5/15/2023,162786,62,0.0524,0.591,0.92,0,0.0467,-3.699,0.185,165.087,0.545,4,5,1,spotify:track:38MKW2tQHtyO8djIOKlEFF,2023,pop
Fall In Love Again,Fall In Love Again,P1Harmony,11/8/2023,208965,60,0.0792,0.82,0.832,0,0.0806,-2.89,0.0646,141.975,0.808,4,8,1,spotify:track:7e2t41hCiR0sV4Lgv555v3,2023,pop
Fire in the belly,UNFORGIVEN,LE SSERAFIM,5/1/2023,198232,58,0.0106,0.716,0.779,0,0.0266,-3.735,0.0589,119.932,0.442,4,9,0,spotify:track:05RlBHEZg1RmL9DnPgv9Qq,2023,pop
_WORLD,SEVENTEEN 4th Album Repackage 'SECTOR 17',SEVENTEEN,7/18/2022,178453,65,0.312,0.709,0.809,0,0.0899,-3.198,0.0541,111.01,0.788,4,2,0,spotify:track:3QwiidVHfeE9y5jl4n2MTC,2022,pop
"Farewell, Neverland",The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,180676,62,0.357,0.615,0.645,0,0.113,-5.87,0.134,167.952,0.787,4,1,0,spotify:track:43mnNatwMMydJ4CxMdQVnJ,2023,pop
Sweet Juice,Cabin Fever,PURPLE KISS,2/15/2023,192653,53,0.031,0.705,0.709,0,0.48,-2.871,0.0372,116.012,0.723,4,6,1,spotify:track:2th6UWbfVz3hsSDzQAKqy2,2023,pop
Impossible,RIIZING - The 1st Mini Album,RIIZE,6/17/2024,182332,56,0.00511,0.765,0.812,6.29E-06,0.0716,-4.326,0.0991,128.013,0.795,4,1,0,spotify:track:1JTmrZwZhaP1yYJtuzfvJ9,2024,pop
Devil by the Window,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,186471,63,0.0592,0.536,0.596,6.60E-06,0.116,-5.799,0.0984,133.995,0.643,4,6,0,spotify:track:53H3sGmqiXWO4MwuZAJfyn,2023,pop
SECRETS,SECRETS,Chri$tian Gate$,8/30/2024,156461,56,0.00357,0.624,0.841,1.03E-06,0.127,-4.921,0.064,129.974,0.672,4,3,0,spotify:track:7e9EeVf5ktHo1rwUYlMhR5,2024,pop
Happily Ever After,The Name Chapter: FREEFALL,TOMORROW X TOGETHER,10/13/2023,151918,65,0.017,0.688,0.683,0,0.134,-6.629,0.0932,156.087,0.528,4,5,0,spotify:track:29r5gr7b0f710smqMrm7pP,2023,pop
Sexy In The Air,ETERNAL,TAEMIN,8/19/2024,194800,63,0.0214,0.477,0.833,0,0.28,-2.769,0.136,100.024,0.531,4,1,1,spotify:track:3wluV5HGCW1Dq1CYsjIdLu,2024,pop
7HEAVEN,FESTA,PURPLE KISS,9/5/2023,208320,39,0.00171,0.682,0.941,0,0.525,-1.431,0.0934,114.996,0.753,4,11,0,spotify:track:3ZvaNnxZATJ4bA41Vkbssc,2023,pop
Automatic,BURN,VANNER,9/30/2024,187853,38,0.0646,0.795,0.883,0,0.122,-2.297,0.161,119.984,0.818,4,5,0,spotify:track:2nynjVyEYneNyGqV7fwvNv,2024,pop
jupiter,DIVE,almost monday,9/25/2024,182380,51,0.00868,0.649,0.819,0.00126,0.0527,-4.771,0.0375,103.973,0.934,4,3,0,spotify:track:4BiiGfe1QtSpsiZDvA4Pmd,2024,pop
Watermelon Sugar,Fine Line,Harry Styles,12/13/2019,174000,83,0.122,0.548,0.816,0,0.335,-4.209,0.0465,95.39,0.557,4,0,1,spotify:track:6UelLqGlWMcVH1E5c4H7lY,2019,pop
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,179586,88,0.0452,0.893,0.4,0.0823,0.0632,-7.981,0.0643,124.987,0.945,4,11,0,spotify:track:629DixmZGHc7ILtEntuiWE,2024,pop
Breakfast,Breakfast,Dove Cameron,6/24/2022,148470,62,0.0579,0.64,0.553,0,0.0914,-6.42,0.0411,81.992,0.486,4,2,0,spotify:track:6GUiIbJ834FcHewby3PwV0,2022,pop
Bubblegum Bitch,Electra Heart (Deluxe),MARINA,4/27/2012,154666,75,0.000219,0.495,0.856,0,0.103,-5.123,0.0311,158.024,0.609,4,0,0,spotify:track:6IbnUaczZBT34DhaD6S18F,2012,pop
Moonlight,Moonlight,AB6IX,9/15/2022,188853,29,0.168,0.76,0.761,0,0.0565,-3.866,0.178,116.879,0.903,4,2,0,spotify:track:5FMaHFAPTjeWvym1F3IoGb,2022,pop
blah blah blah,blah blah blah,Reiley,4/15/2022,157690,25,0.0431,0.759,0.926,0,0.19,-4.729,0.0611,122.009,0.825,4,10,0,spotify:track:14DUyQybUWcWgZAxmVnWUJ,2022,pop
Nice Guy (English Ver.),19.99,BOYNEXTDOOR,9/9/2024,164906,56,0.24,0.84,0.852,0,0.38,-3.703,0.106,116.069,0.687,4,7,1,spotify:track:7n3rgZ7GWmoVwhDrrF41Rn,2024,pop
"Earth, Wind & Fire (English Ver.)",HOW?,BOYNEXTDOOR,4/15/2024,179040,50,0.0141,0.652,0.913,0,0.0623,-3.331,0.0705,153.098,0.528,4,11,0,spotify:track:7sEkQPK4bxBum9CoAp5Onl,2024,pop
XO (Only If You Say Yes) (English Ver.) Feat. JVKE,ROMANCE : UNTOLD,ENHYPEN,7/12/2024,188332,64,0.138,0.686,0.756,9.64E-06,0.201,-7.026,0.0433,96.978,0.422,4,8,1,spotify:track:5iyoxIdoTDX7gp8o5dkP3Y,2024,pop
Sweet Venom (English Ver.),ORANGE BLOOD,ENHYPEN,11/17/2023,148753,60,0.0458,0.866,0.666,5.83E-06,0.0975,-3.757,0.0511,115.001,0.905,4,7,0,spotify:track:47JqJobasbTT9r0gX8CoE1,2023,pop
Killin' Me Good (English Ver.),Killin' Me Good (English Ver.),JIHYO,9/15/2023,185920,46,0.181,0.756,0.903,0,0.0342,-0.949,0.0586,112.006,0.603,4,0,1,spotify:track:0t5Q16hVryXI4CKx8VpA66,2023,pop
Perfect Night,Perfect Night,LE SSERAFIM,10/27/2023,159080,80,0.1,0.697,0.82,0,0.0631,-4.502,0.0308,136.054,0.502,4,5,1,spotify:track:74X2u8JMVooG2QbjRxXwR8,2023,pop
EASY (English ver.),EASY (English ver.),LE SSERAFIM,2/23/2024,164546,52,0.212,0.737,0.694,7.14E-06,0.116,-5.149,0.0494,165.002,0.567,4,0,1,spotify:track:3y5nzCgwQPoaYWTdoKxWTo,2024,pop
Broken Melodies - JVKE Remix,Broken Melodies (JVKE Remix),NCT DREAM,11/17/2023,226173,40,0.171,0.577,0.85,0,0.156,-3.325,0.0534,150.057,0.354,4,1,1,spotify:track:2LqesWzQTXoMv01fZTz0rh,2023,pop
SAD SONG (English Version),SAD SONG,P1Harmony,9/20/2024,174680,53,0.249,0.631,0.954,0,0.129,-1.559,0.0688,79.95,0.955,4,10,0,spotify:track:6BiXqTJPAb7G3QbHDmVR9g,2024,pop
Chasing That Feeling (English Ver. – Digital Only),The Name Chapter: FREEFALL,TOMORROW X TOGETHER,10/13/2023,182670,50,0.0133,0.672,0.825,0,0.063,-4.324,0.0539,142.021,0.752,4,10,0,spotify:track:3lJyZMz60jW3TTGeOFUrCd,2023,pop
Back for More (TXT Ver.),The Name Chapter: FREEFALL,TOMORROW X TOGETHER,10/13/2023,162834,58,0.0156,0.735,0.938,0,0.235,-3.448,0.113,115.881,0.868,4,11,0,spotify:track:2AdzsePCqH6NUcMq7tYYmx,2023,pop
The Middle,The Middle,Zedd,1/23/2018,184732,77,0.171,0.753,0.657,0,0.112,-3.061,0.0449,107.01,0.437,4,7,1,spotify:track:09IStsImFySgyp0pIQdqAc,2018,pop
FREAK,YUQ1,YUQI,4/23/2024,171080,63,0.0771,0.809,0.815,0,0.105,-3.517,0.0462,119.996,0.813,4,5,1,spotify:track:6ERs9uORCo1MfV0m9ixCuv,2024,pop
Boyfriend,Cinderella at 2AM OST Part 4,YEONJUN,9/1/2024,202516,72,0.109,0.815,0.557,0,0.089,-7.166,0.0318,114.019,0.482,4,5,1,spotify:track:7dk7jxKBun1JQ2pPPBxDYl,2024,pop
curious/furious,curious/furious,WILLOW,9/9/2022,184905,39,0.0653,0.547,0.751,0,0.11,-11.43,0.0496,142.031,0.693,4,8,0,spotify:track:27dTFzAAiUrJ2C2hxRcCd5,2022,pop
Figure You Out,Long Story Short,VOILÀ,5/22/2020,163436,74,0.508,0.631,0.491,3.18E-05,0.177,-8.141,0.0354,94.912,0.537,4,11,0,spotify:track:2bFGGsScXp2Tu10jKMCKO6,2020,pop
Bad Alive - English Version,Bad Alive (English Version),WayV,7/29/2020,229266,43,0.0017,0.667,0.84,0.000175,0.332,-3.363,0.0303,142.014,0.575,4,3,0,spotify:track:4h1V7NLdMV1JpuaJbJAA9t,2020,pop
On My Youth - English Version,On My Youth - The 2nd Album,WayV,11/1/2023,212720,44,0.164,0.664,0.638,0,0.206,-4.659,0.0378,93.008,0.501,4,11,0,spotify:track:3aybnlPK0zZK2YRmlRm0Ph,2023,pop
Seven (feat. Latto),Seven (feat. Latto),Jung Kook,7/14/2023,184400,81,0.301,0.788,0.841,0,0.0772,-3.955,0.0432,124.986,0.904,4,11,1,spotify:track:7x9aauaA9cu6tyfpHnqDLo,2023,pop
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,201812,74,0.0322,0.853,0.824,0,0.0859,-3.287,0.103,108.044,0.888,4,1,1,spotify:track:6ehWdR7cGDXnT7aKEASJxE,2023,pop
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6/24/2022,154486,70,0.619,0.881,0.592,1.32E-05,0.0901,-4.898,0.0324,101.058,0.719,4,2,1,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,2022,pop
MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,TWICE,1/20/2023,180320,60,0.392,0.749,0.781,2.12E-06,0.086,-3.265,0.0578,125.09,0.606,4,1,1,spotify:track:5NcLyVjUgG0yfwHgr5t81w,2023,pop
Fallin’ (Adrenaline) - AB6IX Remix,Fallin’ (Adrenaline) [Remixes],Why Don't We,9/28/2020,212962,30,0.0297,0.597,0.899,0,0.0716,-4.132,0.193,133.81,0.224,4,7,1,spotify:track:2c7h4G9kkMxeKCgh6Md7VR,2020,pop
Oh my god - English Version,I trust,(G)I-DLE,4/6/2020,195880,47,0.0361,0.794,0.756,0.000351,0.253,-3.528,0.0402,109.971,0.518,4,4,0,spotify:track:2EJbMzocEZ6VHnZKQ8pt8H,2020,pop
Cat & Dog,Cat & Dog,TOMORROW X TOGETHER,5/3/2019,187600,0,0.0501,0.843,0.8,6.73E-06,0.121,-3.269,0.103,159.943,0.378,4,8,1,spotify:track:0PSwNdF0sezS9piQWFxlUX,2019,pop
Magic,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,5/31/2021,159749,56,0.00303,0.654,0.88,0,0.32,-4.819,0.413,108.236,0.51,4,8,1,spotify:track:4Wh5WGtov1VJ6EJ8OQgNeS,2021,pop
"Eve, Psyche & the Bluebeard’s wife (English Ver.)","Eve, Psyche & the Bluebeard’s wife (English Ver.)",LE SSERAFIM,7/6/2023,186119,47,0.048,0.686,0.872,0,0.0562,-4.956,0.137,142.963,0.703,4,11,1,spotify:track:1xaLyNaaZC3i5tmaDAWP76,2023,pop
2 MINUS 1 (Bonus Track),SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,10/22/2021,190120,55,0.106,0.644,0.8,0,0.32,-5.936,0.226,159.879,0.813,4,9,1,spotify:track:6o2Pu5qZcinw4mlDlQZFqu,2021,pop
Bring it on (English ver.),TRICKSTER,ONEUS,5/17/2022,204493,21,0.0515,0.702,0.907,0,0.238,-2.498,0.159,150.09,0.751,4,9,0,spotify:track:6SO6rxGEDjOJpNXYDQzciZ,2022,pop
Darl+ing,Darl+ing,SEVENTEEN,4/15/2022,176546,60,0.296,0.71,0.686,0,0.492,-4.926,0.0713,96.06,0.483,4,0,1,spotify:track:6vo0dV9t7PCQZKsLFwVwZ5,2022,pop
Black Eye,Black Eye,VERNON,12/23/2022,160280,54,0.0388,0.598,0.799,0,0.0877,-3.835,0.0404,89.919,0.62,4,1,1,spotify:track:0aW2wxU16UTuwohjldJ5v0,2022,pop
Happy Fools (feat. Coi Leray),The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,155753,54,0.158,0.698,0.742,0,0.146,-5.366,0.251,163.952,0.545,4,7,1,spotify:track:77LZvE2XLYn2AW55UxIG8H,2023,pop
SET ME FREE (ENG),READY TO BE,TWICE,3/10/2023,181680,49,0.127,0.748,0.826,0,0.0632,-2.489,0.207,113.139,0.731,4,5,0,spotify:track:6bkTxw6m6vl8Oc3xtKBXN0,2023,pop
Queen of Hearts,BETWEEN 1&2,TWICE,8/26/2022,186946,53,0.102,0.666,0.847,0,0.0702,-2.526,0.106,149.94,0.815,4,10,0,spotify:track:3sOEVB8DirQtZc0qhw8lJc,2022,pop
Get A Guitar (English Version),Get A Guitar,RIIZE,11/9/2023,160044,35,0.117,0.926,0.622,1.72E-05,0.107,-5.114,0.064,110.02,0.854,4,1,1,spotify:track:01It06sDuvXfxD6SM3AlTR,2023,pop
360,BRAT,Charli xcx,6/7/2024,133805,85,0.646,0.857,0.62,0.244,0.0934,-8.13,0.0472,120.042,0.796,4,0,1,spotify:track:4w2GLmK2wnioVnb5CPQeex,2024,pop
ALL MY LOVE,Moon Music,Coldplay,10/4/2024,222647,73,0.592,0.521,0.279,7.19E-05,0.109,-10.279,0.0263,137.848,0.234,4,9,1,spotify:track:6iYxkBHyMpsgVxUgfy5fSx,2024,pop
Tiptoe,Night Visions,Imagine Dragons,9/4/2012,193000,46,0.00154,0.527,0.82,1.93E-05,0.0882,-5.855,0.0325,120.041,0.251,4,6,1,spotify:track:3dw0A0cbqT6Oy2V8KfGwIT,2012,pop
Amsterdam,Night Visions,Imagine Dragons,9/4/2012,241426,46,0.00852,0.517,0.768,8.40E-06,0.136,-4.961,0.0363,115.002,0.206,4,9,1,spotify:track:46bkeaB7DA45q7PdKWLFkR,2012,pop
GODS,GODS,League of Legends,10/4/2023,220878,73,0.00685,0.588,0.765,3.23E-05,0.2,-5.914,0.0518,145.988,0.492,4,3,0,spotify:track:210JJAa9nJOgNa0YNrsT5g,2023,pop
Invisible (feat. ROSIE),Invisible (feat. ROSIE),Knox,9/27/2024,197716,44,0.11,0.621,0.586,0,0.0721,-6.013,0.0269,126.958,0.397,4,10,1,spotify:track:2wOAiTzjD2krew1lyLWE1b,2024,pop
Midnight Cowboy,Midnight Cowboy,JADE,9/25/2024,211020,63,0.0998,0.803,0.685,0.00551,0.942,-8.259,0.0757,116.028,0.479,4,8,1,spotify:track:7tDTUhuVLAmc9L8Lrs85tm,2024,pop
Don't Run,Don't Run,Corbyn Besson,10/2/2024,157118,45,0.184,0.553,0.777,0,0.149,-6.154,0.0768,156,0.447,4,1,0,spotify:track:1NXVnQl2Xc8T2yiUw5A5NF,2024,pop
Chameleon,Chameleon,MARIS,9/27/2024,217611,33,0.683,0.248,0.219,0,0.674,-7.953,0.0313,151.518,0.131,3,0,1,spotify:track:4bYL3lV43UcPlRRUDeRvdH,2024,pop
fairy godmother,wings,thủy,10/4/2024,163027,52,0.18,0.429,0.288,0.00115,0.12,-11.857,0.032,132.066,0.308,4,0,1,spotify:track:7zstoq2sK1AKvlnzJNVEol,2024,pop
stay (with Lydia Ganada),stay (with Lydia Ganada),yuni,7/28/2023,159692,41,0.196,0.658,0.569,7.53E-06,0.055,-9.205,0.0309,137.985,0.967,4,9,0,spotify:track:2wIaCbkQtEFszbalEsqpNN,2023,pop
alright,alright,raph,11/24/2023,132919,49,0.077,0.498,0.617,0.00111,0.265,-8.082,0.0371,172.928,0.362,4,9,1,spotify:track:6s2TBrbs9bTC1faiyww2AN,2023,pop
options,options,kuiper,6/23/2023,185360,49,0.21,0.767,0.766,0,0.101,-6.875,0.0406,129.92,0.728,4,7,1,spotify:track:6GPljvuP6L2Y2Q2G6ZNmG2,2023,pop
can't slow down,DIVE,almost monday,9/25/2024,175720,46,0.012,0.702,0.763,4.66E-05,0.254,-4.075,0.0311,126.985,0.976,4,5,0,spotify:track:15IF4wSCMrAo2Rq0eytARR,2024,pop
cough drops,cough drops,almost monday,10/5/2022,163990,54,0.000965,0.62,0.702,0,0.178,-5.13,0.0364,76.507,0.785,4,9,0,spotify:track:5Jpj3lCgX06bu6STIjUYKN,2022,pop
"Double Life - From ""Despicable Me 4""","Double Life (From ""Despicable Me 4"")",Pharrell Williams,6/14/2024,190782,81,0.0317,0.851,0.652,0,0.0936,-4.333,0.0367,119.944,0.696,4,8,1,spotify:track:07oO1U722crtVcavi6frX6,2024,pop
Soft Spot,Requiem,keshi,9/13/2024,204223,76,0.361,0.696,0.595,0.000243,0.0938,-7.649,0.0262,105.995,0.708,4,11,1,spotify:track:2aL4lMGhWdPpyPL6COPou7,2024,pop
CRAZY (English ver.),CRAZY (Party Remixes 1),LE SSERAFIM,9/2/2024,164554,64,0.00884,0.796,0.905,6.98E-05,0.0987,-2.223,0.114,130.055,0.535,4,11,0,spotify:track:69MMbwpvp5I9QTIzJeinpe,2024,pop
Rockstar,Rockstar,LISA,6/27/2024,138213,87,0.129,0.668,0.628,0,0.0293,-4.692,0.046,140.053,0.568,4,8,1,spotify:track:6vvPecFTmWxDfEJ6cYT1wa,2024,pop
Hold On Tight,Hold On Tight,aespa,3/30/2023,149718,70,0.0911,0.586,0.816,2.81E-06,0.235,-6.331,0.283,119.8,0.265,4,7,1,spotify:track:1o844wI52S3TjXGBwvGcc7,2023,pop
Dynamite,Dynamite,BTS,8/21/2020,199053,0,0.0112,0.746,0.765,0,0.0936,-4.41,0.0993,114.044,0.737,4,6,0,spotify:track:0v1x6rN6JHRapa03JElljE,2020,pop
Highway to Heaven - English Version,Highway to Heaven (English Version),NCT 127,7/18/2019,200573,44,0.00257,0.676,0.74,1.59E-05,0.0782,-5.044,0.0494,112.839,0.497,4,6,1,spotify:track:3WNuXdBxk8tQ2VI020dqvE,2019,pop
Bonnie & Clyde,A Page,YUQI,5/13/2021,174639,55,0.204,0.682,0.811,0,0.0928,-4.77,0.038,137.873,0.806,4,5,0,spotify:track:21aIsunB7PfZI0vlIoaJPh,2021,pop
SHOOTING STAR,SHOOTING STAR,XG,1/25/2023,203556,68,0.0229,0.625,0.712,0,0.252,-5.996,0.0539,163.015,0.398,4,2,1,spotify:track:3IelG5zYpWWCZIH4cqWlPV,2023,pop
NO PROBLEM (Feat. Felix of Stray Kids),IM NAYEON,NAYEON,6/24/2022,196160,59,0.0503,0.599,0.752,0,0.149,-3.165,0.13,115.356,0.899,4,6,1,spotify:track:4zHvWi4iFAG45lgiN7smLC,2022,pop
Bed Chem,Short n' Sweet,Sabrina Carpenter,8/23/2024,171869,92,0.0678,0.739,0.727,0,0.104,-5.968,0.0426,94.99,0.676,4,11,0,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,2024,pop
this is what forever feels like (with Nick Jonas),this is what forever feels like,JVKE,9/13/2024,154841,69,0.182,0.447,0.697,2.49E-06,0.137,-4.896,0.0425,149.024,0.306,4,1,1,spotify:track:3uTsiaNxy6h6EAd7MsCf9D,2024,pop
cloud 11,cloud 11,thủy,8/30/2024,153142,59,0.05,0.648,0.746,0,0.13,-3.271,0.0416,105.059,0.521,4,9,1,spotify:track:6sPUQOYM3gPHt6V6tUOGPD,2024,pop
bleach,bleach,JUNO,8/22/2024,183333,30,0.0555,0.782,0.778,3.40E-05,0.147,-5.364,0.0408,126.02,0.789,4,1,1,spotify:track:5a6ruNQC3YxlNGtwUOcaBH,2024,pop
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,3/16/2017,212459,76,0.259,0.707,0.629,1.60E-05,0.138,-4.581,0.0563,122.863,0.457,4,0,0,spotify:track:1x5sYLZiu9r5E43kMlt9f8,2017,pop
Feel the POP,You had me at HELLO,ZEROBASEONE,5/13/2024,176191,60,0.124,0.768,0.743,0,0.309,-6.123,0.151,149.005,0.807,4,9,1,spotify:track:3JnaRKReO6TFGEdhggFWZG,2024,pop
Brought The Heat Back,ROMANCE : UNTOLD,ENHYPEN,7/12/2024,176424,75,0.0109,0.775,0.871,0,0.552,-3.58,0.0436,121.952,0.896,4,11,0,spotify:track:3ivdlmTbUSv5JN9W8Tk9V1,2024,pop
Moonlit Floor,Moonlit Floor,LISA,10/3/2024,155757,83,0.128,0.733,0.786,0,0.31,-3.951,0.112,109.954,0.672,4,5,0,spotify:track:3yDRcs0Y4pPzkvMbUfeF9H,2024,pop
Parachute,Parachute,YDE,9/27/2024,151240,32,0.706,0.656,0.51,0.00599,0.157,-10.148,0.0418,115.922,0.279,3,0,1,spotify:track:63AH0CKhrzqFVQt3VfJsom,2024,pop
Flowering,AGASSY,SOOJIN,11/8/2023,63480,37,0.0529,0.853,0.537,0.372,0.108,-6.456,0.0437,128.039,0.564,4,7,0,spotify:track:1ts28f7LItmQa2g3XHzJNY,2023,pop
SWEAT,SWEAT,ZEROBASEONE,4/24/2024,191018,57,0.195,0.726,0.894,0,0.0431,-3.138,0.0706,119.002,0.757,4,10,0,spotify:track:3BzjdhbQH8VlQ81RbvRoV8,2024,pop
MISS HOLLYWOOD,MISS HOLLYWOOD,Gun Boi Kaz,1/12/2024,141502,45,0.345,0.708,0.592,0.0157,0.292,-12.857,0.0303,125.057,0.844,4,4,1,spotify:track:4OybpgerNoxEThptdkTM06,2024,pop
BBB,BXX,PURPLE KISS,3/19/2024,166053,46,0.158,0.822,0.673,0,0.53,-4.302,0.0787,94.038,0.759,4,5,1,spotify:track:1Xj89xyCM5Edza6AqTpRuB,2024,pop
What This Could Be,What This Could Be / Work It Out,Joe Jonas,10/4/2024,198146,60,0.276,0.708,0.67,0,0.104,-5.915,0.0379,118.961,0.441,4,11,1,spotify:track:3NaOEouWqMCBwR0vQcVFt7,2024,pop
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,9/12/2024,173076,80,0.0196,0.731,0.817,6.13E-06,0.349,-5.595,0.0791,130.032,0.661,4,8,1,spotify:track:2LUD3874dlzeRa34Hi7ohW,2024,pop
Side Effects (feat. SATICA),MOTH,WOOSUNG,5/13/2022,196669,51,0.323,0.796,0.766,0,0.115,-6.175,0.0603,113.01,0.8,4,10,1,spotify:track:6G7WHVte0rNmfA9iPxRU0p,2022,pop
Phase Me,MOTH,WOOSUNG,5/13/2022,154003,57,0.0433,0.857,0.566,0.000135,0.133,-4.461,0.0309,104.067,0.651,4,5,1,spotify:track:62DCFw57LAAX4CTrzmUCny,2022,pop
44 (Forget Forever),4444,WOOSUNG,10/4/2024,313866,48,0.0353,0.551,0.718,0.000119,0.0896,-7.744,0.0361,130.028,0.136,4,5,1,spotify:track:1gB4AZdHNk7jawrX5M7tEm,2024,pop
Paper Cuts (feat. New Vaticans),4444,WOOSUNG,10/4/2024,209120,48,0.676,0.307,0.454,0,0.229,-7.655,0.0501,74.885,0.179,4,7,1,spotify:track:7AB0TwhmsnzOEESgLqKwgD,2024,pop
