Song Name,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
I'm Fine,-90.839775,90.47538,92.781204,39.330383,20.967463,20.578878,21.21839,22.89217,13.725263,14.78129,7.1824517,12.360166,-4.1185613,13.153305,7.2647996,12.469637,2.431861,10.196679,-0.19319837,11.734585,4.129772,9.5976925,-0.9077376,8.275554,-7.3453298,8.658283,0.19528908,0.2738644,0.32332453,0.2614804,0.4152144,0.31222823,0.3829839,0.28365225,0.20739286,0.25957492,0.20068751,0.2403816,0.24048978,0.28489408,0.35920027,0.23664375,0.38360012,0.27528715,0.36553094,0.29701546,0.22044419,0.32150236,0.23726495,0.30070004,공감 (Empathy) - The 1st Mini Album,D.O.,2021-07-26,189066,53,0.531,0.412,0.417,0.0,0.0911,-5.401,0.0347,85.404,0.563,4,11,0,spotify:track:5u6CQi2rgD1EyiztQnrrwY,2021
I'm Not Sorry,-21.02029,79.23113,58.95571,27.815397,-6.5153136,21.410122,23.277353,15.032384,8.7938385,13.359869,10.28907,12.849371,-2.4880471,11.964573,8.193353,10.163382,5.635785,11.057279,12.976886,10.069242,5.895213,9.297035,5.5976973,8.470821,0.633529,8.220559,0.31063002,0.34664086,0.3234557,0.40684423,0.32961714,0.40941888,0.45132706,0.3786651,0.50558907,0.4145968,0.51521754,0.3818589,0.26964936,0.29397804,0.25796318,0.31460002,0.238483,0.28928664,0.31381154,0.25722948,0.33991626,0.27004972,0.33160523,0.2863536,I'm Not Sorry,DEAN,2015-07-07,209095,54,0.000727,0.577,0.751,0.0,0.102,-4.352,0.0356,129.014,0.506,4,3,0,spotify:track:7AoK7YuZ5sQYtPofTFElIE,2015
i'm so tired...,-88.12761,109.974075,82.91808,38.057144,15.767319,22.322361,14.409425,18.71859,9.314308,15.476029,14.827244,13.691786,-4.5740933,11.827695,10.283903,10.670082,-0.8257488,9.226588,4.030705,9.580438,1.4793786,8.2961035,2.076926,7.468707,-3.0626886,7.940106,0.34842116,0.30363563,0.23305732,0.27710602,0.2544686,0.32624328,0.4046792,0.3183464,0.36125705,0.32787818,0.5043369,0.6142409,0.25844583,0.31513065,0.22275852,0.28307092,0.26979384,0.2836685,0.32670856,0.2769782,0.33850917,0.26987338,0.31034923,0.35009167,~how i'm feeling~,Lauv,2020-03-06,162586,70,0.173,0.548,0.735,0.0,0.195,-7.572,0.236,101.252,0.498,4,11,1,spotify:track:7LpMG3AEaIJgs62HQhAa91,2020
I'm Yours,-161.46974,95.92272,104.59441,41.450516,15.269651,25.29049,23.16047,21.143064,3.2517002,15.975093,0.7887849,14.65246,-0.40606463,12.420356,2.9449334,10.437464,-5.2502265,10.77631,3.2296314,10.643974,-3.225461,10.596287,2.2597136,10.301084,-6.953139,9.937412,0.2589233,0.28898102,0.28036773,0.40346548,0.3422358,0.3169206,0.41765833,0.29147226,0.29422283,0.2431855,0.3475605,0.42381343,0.24177451,0.3277119,0.2617957,0.35223505,0.32145345,0.28254727,0.35303712,0.27935827,0.31876913,0.2682812,0.29382142,0.35984933,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,74,0.559,0.703,0.444,0.0,0.0973,-9.331,0.0417,150.96,0.712,4,11,1,spotify:track:1EzrEOXmMH3G43AXT1y7pA,2008
I.Crawl,-106.19686,89.03836,110.87423,45.764324,-19.232439,32.66886,10.478924,20.66706,-0.8545542,16.064392,-2.1265702,13.776413,1.423181,13.9245,7.2692766,15.245747,1.132501,12.342019,7.475356,13.245385,-5.819675,14.444618,3.6088479,12.239666,-4.8518095,12.60633,0.34265772,0.34962562,0.34440684,0.33073464,0.33615854,0.52419925,0.4189341,0.3167018,0.39486444,0.43534476,0.59391606,0.4508913,0.28728142,0.2939877,0.27203825,0.28991276,0.2761605,0.3435018,0.31446487,0.26410016,0.31240073,0.27592775,0.32898718,0.31184733,Because the Internet,Childish Gambino,2013-12-10,209473,41,0.0448,0.59,0.541,6.4e-06,0.122,-8.818,0.0388,132.952,0.335,4,6,1,spotify:track:6Wkehibq4hvtIoO75H43OR,2013
IDGAF (feat. Yeat),-154.40968,125.32935,84.107834,35.24262,12.325652,30.01692,1.0406214,22.098644,3.0456476,18.834093,5.1064386,18.751839,-4.73326,14.664572,1.5048174,17.016464,-12.087583,11.393228,1.7080923,13.759752,-6.5220385,11.462278,-1.4150866,13.594081,-6.2499084,10.181175,0.31989396,0.33451238,0.38595977,0.38870543,0.3359282,0.40329716,0.39457086,0.5286403,0.6014027,0.5157862,0.42467517,0.35913107,0.257331,0.2774932,0.290945,0.3010231,0.24721314,0.28903058,0.24215811,0.34096745,0.35989684,0.35962027,0.32273096,0.26521245,For All The Dogs,Drake,2023-10-06,260111,76,0.0466,0.673,0.672,0.000284,0.193,-8.577,0.224,136.902,0.14,4,8,1,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,2023
Idontwannaknowyou!,-72.25036,98.12954,74.58993,29.915323,1.492393,20.665106,15.379754,18.086962,4.3661203,14.807872,5.706238,11.895119,-9.460376,12.687478,3.455211,11.5592985,-8.420375,11.816525,1.9153811,11.299422,-6.5856996,9.391191,-4.898873,10.020506,-5.0168376,9.225132,0.2663772,0.31119546,0.25035888,0.39763072,0.3205253,0.29607195,0.41041464,0.32478532,0.36076984,0.3083796,0.44842005,0.41545647,0.23296362,0.3092647,0.21259473,0.33934364,0.28258672,0.24729836,0.3433233,0.27448308,0.33562976,0.26395923,0.33486933,0.35235932,Idontwannaknowyou!,MICO,2024-08-23,160879,44,0.0938,0.573,0.684,0.0,0.109,-6.717,0.0349,91.111,0.517,4,11,1,spotify:track:2S3EZpZPm41tA1qKh9HL7v,2024
If I Ain't Got You,-157.37526,109.96988,112.71667,28.36618,1.536536,24.562742,24.766216,17.309864,9.450344,13.366189,-1.8062409,16.95508,7.552463,14.319796,2.7838995,13.018503,-2.4983559,10.608793,6.471261,12.110464,-6.819241,9.785349,-0.7196459,9.831087,0.9647726,9.144657,0.32839042,0.24820884,0.29511443,0.23574795,0.27996886,0.23884639,0.34540093,0.4167733,0.34386665,0.42078197,0.3988389,0.45044082,0.3056399,0.26058057,0.31274828,0.24132308,0.30051085,0.23278147,0.29298708,0.34985897,0.28437725,0.35518476,0.31040132,0.35416406,The Diary Of Alicia Keys,Alicia Keys,2003-12-02,228706,81,0.603,0.609,0.444,6.86e-06,0.104,-9.129,0.106,118.402,0.166,3,7,1,spotify:track:3XVBdLihbNbxUwZosxcGuJ,2003
If I Can't Have You,-30.641655,78.309654,91.893875,36.766537,2.1986446,25.214245,9.53325,18.072895,7.4626055,14.271623,0.9519973,14.292208,-6.7422643,13.197227,-1.2548935,11.370176,-3.8264701,11.275242,-1.0432563,11.771187,-7.9486446,9.491777,-0.03498499,8.886919,-10.264172,8.953578,0.27984637,0.41127887,0.52590436,0.33713093,0.3880213,0.31617376,0.3970366,0.2835676,0.27992836,0.37736788,0.27059558,0.31486905,0.26998836,0.3091964,0.37506247,0.24720368,0.35365453,0.25339764,0.3322499,0.26887777,0.24870537,0.3157963,0.24433479,0.3153259,Shawn Mendes (Deluxe),Shawn Mendes,2019-06-19,191466,71,0.489,0.691,0.823,0.0,0.134,-4.197,0.0622,123.943,0.87,4,2,1,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,2019
If I'm Wrong,-41.36549,113.93733,37.302567,52.43907,-10.150245,28.594065,19.104055,21.382675,0.5805464,18.08701,5.0910177,16.917395,-2.4225614,15.270711,5.939113,12.747793,-7.6308928,13.829727,4.5808177,10.752697,-6.325247,11.962782,1.2695184,9.916655,-1.4365716,8.97737,0.549299,0.46420625,0.4614035,0.4835936,0.49143946,0.55825806,0.5097128,0.5591187,0.5678574,0.5086615,0.5064245,0.5030954,0.3162791,0.27558693,0.28929588,0.2883908,0.28758794,0.31557423,0.27451736,0.28146252,0.315595,0.31909677,0.30424738,0.29400992,If I'm Wrong,BROHUG,2017-05-30,216960,27,0.0217,0.838,0.963,0.000488,0.254,-3.783,0.15,124.944,0.558,4,1,1,spotify:track:4gG39gZ9S1oH6vfGvxLnPI,2017
If It Isn't You,-113.10601,124.49372,97.91319,53.21855,2.0527115,23.424685,11.954978,16.818743,1.5925927,15.10711,-0.612353,12.314656,-5.400739,12.940081,0.91881424,12.696343,-4.2250443,12.879773,0.45698163,11.463662,-3.3331585,10.5513115,-1.1523381,9.627993,-4.6999063,8.726782,0.27664334,0.27339256,0.46913028,0.28719577,0.3200894,0.23208998,0.39808407,0.52328044,0.30468956,0.40524215,0.26702964,0.39193556,0.27644068,0.22517973,0.34966806,0.21214569,0.30619717,0.2048237,0.29970852,0.34570697,0.20358016,0.3452701,0.21233058,0.34698704,If It Isn't You,NURKO,2019-11-21,232615,0,0.283,0.514,0.476,0.0,0.107,-7.979,0.0359,129.964,0.125,4,7,1,spotify:track:6CuZdREmOBQGGfRufhcOIm,2019
if it's not you,-163.79163,115.845345,129.98088,46.357143,4.6467175,18.891428,13.494302,14.873065,11.839863,12.305057,12.762377,10.543916,-2.857222,11.711239,-1.3610929,9.750178,-9.471925,10.37881,-3.0631635,9.413318,-5.3109756,9.003236,-0.9354714,8.278264,-8.856628,10.727006,0.2372533,0.29808325,0.15462221,0.13839129,0.14258069,0.32803252,0.43230024,0.27688676,0.35973755,0.29250905,0.51013976,0.378415,0.23133594,0.32180783,0.19141814,0.20304957,0.170912,0.2984556,0.36248443,0.25463536,0.34311044,0.22596157,0.38552096,0.31708372,&SCENE,PRYVT,2024-11-15,226350,47,0.858,0.525,0.219,0.000504,0.0764,-12.027,0.0293,110.05,0.211,3,6,1,spotify:track:6jInHQJR01A97PbhwCwMzP,2024
If Only (Mega Collab),-101.11426,121.10732,106.93549,41.11806,-14.979733,18.958231,7.0118074,19.897305,-3.5877123,11.744393,-2.8589866,14.663133,-7.7293487,14.7287,-2.9140484,14.503881,-7.594912,12.648445,-3.0532076,11.65273,-8.391605,11.894052,0.17181191,10.356009,-6.031795,11.219557,0.44914323,0.24681556,0.27054587,0.20340373,0.29996237,0.233385,0.23947506,0.40320247,0.25899076,0.3466458,0.22439362,0.30772144,0.38191152,0.2269115,0.32210267,0.22651678,0.31679398,0.26913893,0.24470428,0.37078112,0.234678,0.3728954,0.23361905,0.2972579,Gouldian Finch 2,bitbird,2017-10-05,372728,0,0.527,0.226,0.686,0.00383,0.676,-5.508,0.0511,72.643,0.119,4,0,1,spotify:track:5FbdGdMF577VN46WzOhezL,2017
If You Let Me,-102.07866,82.21993,113.748474,38.523865,12.446669,30.926342,-3.016413,24.75827,-4.8538995,15.85461,1.1013567,19.9653,-3.8429272,15.834645,-7.8115783,16.57257,-3.2326417,13.120536,-2.7452211,11.115908,-11.40026,12.190696,-7.1322284,10.54177,-9.282729,10.27182,0.39238724,0.2801252,0.35561928,0.23192342,0.36748552,0.3539664,0.22844326,0.38899174,0.3379785,0.5261549,0.3369074,0.27436265,0.35939112,0.24188523,0.34321597,0.20776582,0.32951307,0.28791994,0.19302455,0.34763798,0.24920218,0.38172522,0.2929378,0.24032485,Sunbeam,Alina Baraz,2021-09-24,135346,59,0.556,0.604,0.683,0.449,0.147,-8.612,0.0434,138.078,0.457,4,5,1,spotify:track:2BfxLAYgetcxiyXJA7ItoF,2021
Immigrant Song - Remaster,-67.905464,77.5493,92.5221,22.273508,9.2430105,19.3993,25.422962,11.679529,4.0744567,10.31527,14.929358,7.629778,-2.849315,6.9889426,9.749452,7.108887,-1.3149341,5.9095745,5.3289986,5.6159816,-6.1891913,5.969434,2.0113235,5.811409,-6.4576006,5.53935,0.4599186,0.46267524,0.3693462,0.36644942,0.52798486,0.56615716,0.6705537,0.68293256,0.5092005,0.3957862,0.3688764,0.3921122,0.28448087,0.2682699,0.23653825,0.24040195,0.25882712,0.24288484,0.2930479,0.28936428,0.23232919,0.263034,0.24208762,0.26759613,Led Zeppelin III (Remaster),Led Zeppelin,1970,146250,75,0.013,0.564,0.932,0.169,0.349,-10.068,0.0554,112.937,0.619,4,11,1,spotify:track:78lgmZwycJ3nzsdgmPPGNx,1970
imperfect for you,-117.06454,83.80187,81.05807,33.83502,13.102529,28.243093,22.583454,20.971342,13.321228,20.315529,-2.9755464,22.261091,7.297317,17.547842,-14.786581,19.57122,6.4750276,17.17739,-4.965549,15.269241,-9.91384,12.708564,-4.5045037,12.11826,-7.535692,12.477074,0.30934197,0.30029795,0.20542644,0.30823496,0.44827867,0.33536828,0.37528858,0.29289928,0.4013607,0.31237993,0.3132452,0.37470967,0.27555603,0.31926015,0.20404816,0.28299323,0.37930843,0.2929509,0.37412518,0.24251829,0.35536256,0.29973888,0.29436392,0.35259095,eternal sunshine,Ariana Grande,2024-03-08,182566,68,0.496,0.624,0.38,0.0,0.437,-7.426,0.0301,150.14,0.251,3,4,1,spotify:track:6XXKB32Om6WuXg3uEWwTob,2024
Impossible,-65.47342,122.85006,80.38312,45.944187,7.2818375,21.578077,16.991264,13.332298,8.064123,11.656501,12.093906,10.8240185,1.3589425,9.528259,5.637155,8.385984,-2.3060951,8.33554,5.185804,10.028093,-1.4141381,7.7939506,0.9188241,7.456243,-1.1583894,7.12712,0.37114924,0.40893564,0.32726356,0.433368,0.48446032,0.37225044,0.432701,0.4076213,0.5268136,0.48513424,0.41766417,0.43907,0.26282588,0.29782128,0.25191602,0.304982,0.33744493,0.27609327,0.31578487,0.2693707,0.33708438,0.33327636,0.27736035,0.3032771,RIIZING - The 1st Mini Album,RIIZE,2024-06-17,182332,53,0.00511,0.765,0.812,6.29e-06,0.0716,-4.326,0.0991,128.013,0.795,4,1,0,spotify:track:1JTmrZwZhaP1yYJtuzfvJ9,2024
In My Blood,-95.97692,128.9855,103.03675,34.889248,14.189124,23.745806,26.867043,15.032047,12.162131,10.355434,5.9972086,12.186441,-1.1169198,9.313552,2.9420516,9.820959,1.5908735,9.086384,1.2621297,10.520765,-4.118987,7.784025,0.18939403,9.047048,-6.4055595,8.244512,0.35766697,0.30338192,0.44308236,0.27309477,0.33061194,0.4202639,0.2650949,0.27664453,0.33842102,0.6080113,0.43934396,0.3054394,0.30776072,0.20900132,0.3516305,0.19959356,0.27438158,0.34709537,0.2290613,0.28299567,0.23772037,0.33461204,0.3113396,0.24861152,Shawn Mendes,Shawn Mendes,2018-05-25,211360,70,0.0573,0.622,0.711,0.0,0.13,-7.321,0.0665,140.016,0.487,4,5,1,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,2018
In My Mind,-35.94982,107.917564,78.538445,38.379196,0.9044541,21.812819,8.57708,16.153263,-0.10859011,13.726285,0.08971997,15.795276,1.586922,12.305335,1.4692593,13.060582,0.03762707,9.814714,1.2306013,10.42565,-7.1481166,11.104315,-0.000691131,11.120117,-3.582295,12.484848,0.24251777,0.27791184,0.2396406,0.3914034,0.24250469,0.212834,0.296876,0.2450827,0.33765522,0.27912334,0.5032938,0.48312294,0.22349414,0.3118273,0.22010611,0.35473824,0.25330582,0.22488964,0.30523354,0.23561491,0.34824097,0.2465501,0.34445825,0.35145178,Fallen Embers,ILLENIUM,2021-07-16,300222,42,0.12,0.344,0.663,0.0,0.0957,-4.448,0.0595,140.129,0.233,4,8,0,spotify:track:4nRbhflKt9BAc6YulQ22ga,2021
In The Air Tonight - 2015 Remastered,-231.79689,131.31339,92.04763,38.04506,13.443575,39.21303,28.611118,20.308937,-2.2176166,20.786955,6.6862993,10.917558,-0.101472,12.579892,-2.347538,9.995111,-3.800929,10.403188,0.8846697,10.462396,-4.471279,8.91541,3.5759487,9.475255,-4.840716,9.515478,0.37356943,0.36565286,0.57830155,0.39309973,0.3714197,0.38344383,0.27931994,0.40303722,0.3618166,0.44836003,0.2790295,0.2575173,0.3084528,0.22562717,0.33968854,0.24083342,0.2767749,0.31055784,0.24238555,0.3473603,0.29885706,0.33388394,0.2255414,0.21861142,Face Value (Deluxe Editon),Phil Collins,1981-01-01,336453,76,0.551,0.446,0.239,4.1e-06,0.0697,-13.945,0.0316,189.507,0.298,4,0,1,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,1981
In The Bible (with Lil Durk & Giveon),-139.56741,107.910995,123.43186,48.827606,33.037895,39.472,21.544456,25.939405,12.958938,17.438345,1.6268134,14.826042,-4.1470847,16.607996,1.4611988,15.102623,-8.63134,12.790331,1.1498774,13.369605,-1.8308144,11.1518955,0.88574547,10.888399,-3.6296623,11.119146,0.49831936,0.46794054,0.5958768,0.42994398,0.3238695,0.38391545,0.34155697,0.3705159,0.32279646,0.37519497,0.41042137,0.32927144,0.3416969,0.26419997,0.33067426,0.2768443,0.27251035,0.33361635,0.29402566,0.32826596,0.27781802,0.29978684,0.30499238,0.23856819,Certified Lover Boy,Drake,2021-09-03,296568,62,0.614,0.686,0.385,0.0,0.131,-8.35,0.297,143.07,0.147,4,7,0,spotify:track:61S79KIVA4I9FXbnsylEHT,2021
In The Yuma (feat. Aatig),-71.97707,116.56324,75.38945,51.780693,-2.5910304,30.546564,19.0646,18.390646,0.6521872,18.173088,18.136963,16.25106,2.7762768,14.194151,5.6352763,13.521606,4.4772882,11.597057,8.873047,11.630832,-4.565613,10.369097,1.4642441,8.947977,-0.011163153,8.477726,0.53579867,0.49744883,0.41607356,0.48931402,0.57187355,0.5926112,0.6051768,0.52830166,0.57582015,0.5583909,0.49232945,0.51818633,0.29405865,0.27753878,0.2702727,0.27841854,0.31257567,0.31747147,0.29854494,0.27493906,0.28619167,0.28138548,0.27161875,0.30609193,In The Yuma (feat. Aatig),Chris Lake,2022-11-11,156215,62,0.000251,0.83,0.897,0.779,0.132,-4.796,0.0626,126.028,0.936,4,1,0,spotify:track:2e2yKavdT6WQzzMHwNtPFa,2022
In Your Arms (with X Ambassadors),-14.255553,92.869934,72.34224,32.372917,6.7757773,21.598602,11.762533,18.83273,4.1964693,12.774521,3.039638,12.163922,-2.600224,10.869243,1.4556116,10.236789,-5.7850633,11.355497,7.8752627,11.19973,-0.06369094,11.870272,4.637371,11.472827,-0.890724,9.203934,0.24038686,0.35972986,0.4895223,0.27193955,0.3919008,0.28137136,0.47755525,0.27772048,0.26486096,0.4259383,0.24689505,0.30886483,0.22313797,0.27388924,0.36312678,0.19868459,0.34739178,0.19533098,0.3604562,0.25567698,0.22258179,0.33512577,0.18256363,0.2848992,ASCEND,ILLENIUM,2019-08-16,220730,55,0.198,0.404,0.806,0.0,0.114,-4.75,0.0496,148.036,0.112,4,2,1,spotify:track:70YPzqSEwJvAIQ6nMs1cjY,2019
Infected,-62.966442,130.63013,66.99655,45.896736,-12.194555,36.749977,6.2085094,29.845503,3.205727,19.76085,4.9228296,17.926725,-0.9647038,15.971922,6.4106326,15.251345,1.2522897,12.864535,4.798485,11.665531,1.0157254,10.232761,0.1416526,10.429003,-4.8827906,9.791648,0.34749344,0.31194773,0.3584973,0.5508975,0.5049981,0.35200372,0.3735779,0.44760376,0.77554137,0.67271554,0.41913864,0.35238916,0.2734184,0.26727837,0.245376,0.30330893,0.2891577,0.27377692,0.286142,0.2516983,0.2609409,0.26901907,0.2759405,0.28208807,Infected,KRAK'N,2021-01-01,166966,1,0.0317,0.579,0.827,0.001,0.0743,-4.492,0.235,149.908,0.182,4,1,1,spotify:track:5nwMGXhGeY8OCBKxZ29zho,2021
Infinite,-13.99404,97.50234,78.79135,49.109894,-9.141985,28.808008,14.888699,19.52456,-2.867987,14.8701515,11.479874,14.766856,-0.766652,11.76572,6.6715345,11.693816,-0.26792133,11.0676775,5.0406976,10.074247,-0.19142495,9.135164,6.1436353,8.407635,0.2091694,8.550991,0.59482527,0.5421798,0.4681917,0.48919323,0.51668876,0.6198876,0.4896572,0.49721083,0.5234335,0.50444233,0.5077359,0.483152,0.30179724,0.2947589,0.27736977,0.2909212,0.28196898,0.32728785,0.30216792,0.30685037,0.32880932,0.32872638,0.30291492,0.27204606,Monstercat Uncaged Vol. 7,Monstercat,2019-07-31,233482,7,0.00766,0.69,0.809,0.422,0.187,-3.21,0.216,126.02,0.369,4,1,1,spotify:track:7DwQEw2kzXDwCvTU85btfJ,2019
International Love (feat. Chris Brown),-3.7107277,71.08297,67.99637,26.509016,-0.83261687,19.248314,19.290913,12.870369,4.0770745,12.220518,6.9352956,11.380819,-0.5349226,9.82605,7.1528997,9.507972,1.4784274,9.217587,10.85527,8.573293,0.720278,8.469459,6.078054,8.436386,-0.72735906,9.025898,0.4421649,0.33883965,0.39309052,0.3980639,0.29446816,0.35214782,0.3262471,0.501531,0.41296682,0.37474248,0.43906295,0.41123468,0.32888883,0.25919938,0.28806415,0.30682284,0.22808553,0.30983973,0.2237566,0.33625713,0.30856708,0.28761834,0.31739116,0.290782,Planet Pit (Deluxe Version),Pitbull,2011-06-17,227280,77,0.0124,0.67,0.855,0.0,0.335,-3.035,0.0499,120.05,0.648,4,0,0,spotify:track:62zFEHfAYl5kdHYOivj4BC,2011
Interstate Love Song - 2019 Remaster,-44.738503,97.33441,87.448135,26.219816,-7.7343802,15.909658,32.717068,13.142477,8.37188,9.043985,13.402834,6.6406035,5.748568,7.3036885,6.2307525,6.1777263,2.3260775,6.68123,4.592736,6.3873973,-0.95578974,6.2059174,3.1178727,6.297941,-2.8730567,5.698728,0.39161676,0.3768759,0.3587045,0.52422065,0.6536199,0.47667748,0.41059744,0.38598555,0.51501465,0.4237717,0.3882493,0.51559836,0.23094915,0.27884144,0.21298571,0.24924646,0.3283973,0.26882422,0.26816204,0.23520221,0.2844889,0.2806728,0.23088777,0.30392125,Purple (2019 Remaster),Stone Temple Pilots,1994-06-07,194853,72,0.000273,0.215,0.927,0.00661,0.126,-7.327,0.0452,170.814,0.49,4,9,1,spotify:track:6qLEOZvf5gI7kWE63JE7p3,1994
Into You (feat. Karra),-55.12284,119.01896,79.7942,38.261044,0.6801864,18.032045,15.5578,17.43695,0.30149436,11.139459,8.886491,11.580098,-2.5328217,11.105037,6.0411696,10.941212,2.8596144,9.3372755,9.014925,10.223528,-0.014419945,9.163907,4.412372,8.429802,0.7101699,8.591189,0.39800313,0.317263,0.37734735,0.29732215,0.4420038,0.26972297,0.4335099,0.46517244,0.29865906,0.36786523,0.33115077,0.5896825,0.30725077,0.2600589,0.2980371,0.20653522,0.32924592,0.18606389,0.3059782,0.31672555,0.23199616,0.31496865,0.2212368,0.34639698,Into You (feat. Karra),Jason Ross,2018-06-22,244151,34,0.00675,0.457,0.662,0.0,0.398,-5.834,0.0382,145.046,0.104,4,4,0,spotify:track:4WB71xElxEr4h92Mth2cF4,2018
Into You,-73.192764,115.28825,79.627045,33.399063,5.963788,25.34864,20.004608,18.478647,7.636559,14.11163,3.3667223,15.249923,7.3979974,12.0609255,-1.4889175,13.814701,9.644765,11.156165,11.439674,10.235,-4.9645987,10.784687,6.013193,8.644029,1.2491616,10.368201,0.3976531,0.46869794,0.33208013,0.3377323,0.43204334,0.31874052,0.4151627,0.34323755,0.49249488,0.54692096,0.41425797,0.47534236,0.28562164,0.33351707,0.2867537,0.2749578,0.322516,0.254823,0.33856562,0.25558868,0.313851,0.33587432,0.27507252,0.34036168,Dangerous Woman,Ariana Grande,2016-05-20,244453,69,0.0162,0.623,0.734,1.75e-06,0.145,-5.948,0.107,107.853,0.37,4,9,1,spotify:track:63y6xWR4gXz7bnUGOk8iI6,2016
Invisible (feat. ROSIE),-71.848335,114.0531,88.843956,35.518032,-1.9579701,20.09229,16.428968,17.462473,5.257913,13.2590065,2.6648135,14.887399,5.733444,11.070599,1.1747785,12.37112,-2.779908,11.330694,-0.87144315,12.439114,-8.0687,11.846852,-1.9784377,10.956255,-2.1405919,10.368449,0.4110009,0.29405588,0.41851494,0.36523545,0.34695938,0.3928378,0.22321591,0.22867839,0.18931328,0.35318846,0.6095383,0.350946,0.36402026,0.21965653,0.3238236,0.31794116,0.26292533,0.32750207,0.20591037,0.25125077,0.19261637,0.26231006,0.34883833,0.21776235,Invisible (feat. ROSIE),Knox,2024-09-27,197716,42,0.11,0.621,0.586,0.0,0.0721,-6.013,0.0269,126.958,0.397,4,10,1,spotify:track:2wOAiTzjD2krew1lyLWE1b,2024
IRATE (Freestyle),-125.89594,137.56703,73.4391,46.997196,40.921635,38.92522,25.211914,23.053219,-5.815601,21.925438,7.530706,18.33855,-1.0129015,18.087746,-0.8148257,16.401882,-3.0019941,15.210332,4.967372,14.458222,-2.4133937,12.194774,3.626642,11.509199,-2.5149674,10.613098,0.5080855,0.50018084,0.4169896,0.41811523,0.46395,0.6331777,0.51392365,0.4206223,0.3925252,0.4529499,0.63494706,0.5121715,0.32287702,0.31934437,0.30528924,0.3211044,0.3176294,0.34450412,0.30845284,0.31447265,0.3040034,0.26726824,0.29345697,0.2658989,IRATE (Freestyle),ICECOLDBISHOP,2019-09-05,123050,12,0.185,0.776,0.73,4.66e-06,0.12,-6.724,0.683,75.218,0.304,4,10,0,spotify:track:6aLXisnZNrrWUX0IQLKM3s,2019
Is You Down,-109.12644,110.062515,82.95684,50.755,3.0973291,32.19058,8.4057045,24.804981,-1.0697974,21.459227,-3.3709896,15.627754,-9.87425,15.6068735,0.40366173,14.097731,-6.8611703,13.565446,-0.8599154,12.65623,-7.4950557,12.478369,-1.7027802,10.606233,-1.15942,10.51606,0.36570388,0.32134232,0.387221,0.38667968,0.38299596,0.438801,0.38345784,0.48511368,0.47300577,0.41793826,0.4197664,0.3694912,0.29375067,0.26020938,0.30476183,0.30664963,0.3131759,0.34654647,0.2937668,0.33528328,0.3170485,0.30369994,0.3157045,0.28535667,Her,DPR LIVE,2017-12-07,147053,43,0.425,0.86,0.481,0.0,0.0705,-6.684,0.303,93.026,0.937,4,5,0,spotify:track:16J9CcYE8XRrjHolbP148Y,2017
Island (feat. Nevve),-22.689579,101.77956,84.38178,40.286,-10.240323,21.096863,3.690768,15.896634,-4.774452,13.094941,2.7831945,13.780383,-0.836198,10.495839,1.6303205,11.393127,1.080789,8.998747,0.1851931,10.732019,-3.9591177,10.196379,-1.8770475,10.623545,-4.7979164,10.243468,0.47957483,0.27447566,0.2753316,0.43838382,0.30722877,0.38440207,0.2391451,0.3498937,0.5174562,0.27808228,0.36159098,0.28268707,0.33933797,0.24049492,0.241474,0.34388402,0.24401289,0.34032246,0.23348178,0.27905694,0.35815558,0.20400593,0.32729384,0.21450046,Island (feat. Nevve),Seven Lions,2019-01-04,278400,49,0.0456,0.427,0.836,0.00238,0.369,-3.323,0.0466,150.128,0.248,4,5,0,spotify:track:3HKiR4t12GW18bnPUVhx5l,2019
